HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17,Answer 18,Answer 19,Answer 20,Answer 21,Answer 22,Answer 23,Answer 24
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2FMFJ51Y7QEOI84QO63SZMOKMHTEBX,A1R02UXIIZL1SO,Approved,"Sun Nov 10 21:56:24 PST 2013","Sun Nov 10 22:01:14 PST 2013","""glasses""","""null""",2,70,30,-1,0.667,"""paying attention""",1,1,"""8""",1,0,"""""",0,"""3""","""friend""","""right""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2FTY7QEOZFYQBUISPRFF3RDXT8TFIQ,A29IQ9LZZQQG7I,Approved,"Sun Nov 10 22:01:28 PST 2013","Sun Nov 10 22:02:38 PST 2013","""mustache""",3,1,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",98,0.89,"""How to tell who is the favorite friend.""",1,"""2""",1,0,"""left""","""TRUE""",-1,"""FALSE""",1,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2CQU98JHSTLBME6F7O0IUBJJ8HVQEM,ALML8V38FDV0,Approved,"Sun Nov 10 22:01:41 PST 2013","Sun Nov 10 22:03:46 PST 2013","""glasses""",3,50,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",50,0.89,"""read a story and understand the information""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",23YYTWX4H3H284AD5E7ICIJW0VM4ZO,A1IXKR4EJL9CB5,Approved,"Sun Nov 10 22:02:38 PST 2013","Sun Nov 10 22:07:18 PST 2013","""glasses""",2,25,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",40,0.667,"""friends""",1,"""2""",1,0,"""left""","""TRUE""",-1,"""FALSE""",35,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2IS6UFBNFSVGDEL35AJWCNG64IL4IS,A61GHYNS1DFT7,Approved,"Sun Nov 10 22:10:40 PST 2013","Sun Nov 10 22:12:06 PST 2013","""mustache""","""null""",1,15,80,-1,0.44,"""Faces""",1,1,"""2""",1,0,"""No""",0,"""1""","""friend""","""right""","""TRUE""",-1,"""FALSE""",-1,5,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",25GK5UFJ51Y797UZB3HS7CSYBEWB8W,A2YVYX9UOBU0BR,Approved,"Sun Nov 10 22:11:32 PST 2013","Sun Nov 10 22:13:00 PST 2013","""hat""","""null""",1,30,60,-1,0.44,"""Who Bob's friends are""",1,1,"""2""",1,0,"""""",0,"""1""","""friend""","""right""","""TRUE""",-1,"""FALSE""",-1,10,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2XIYN5F3Q0JGOM4MJHNYH49KYIAFBI,AC7ZTKDNFJWMT,Approved,"Sun Nov 10 22:13:41 PST 2013","Sun Nov 10 22:15:34 PST 2013","""hat""",2,50,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",50,0.667,"""Bob and his friends""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2DYXBAT2D5NQHGBFZVRJM5T3BDT623,A1EOJS0T3DW0BQ,Approved,"Sun Nov 10 22:11:58 PST 2013","Sun Nov 10 22:16:53 PST 2013","""glasses""",2,95,-1,1,"""Have a nice day!  Don't eat in the lab where the PI might see you.  :-p""",0,"""1""","""friend""",-1,0,"""null""",5,0.667,"""Paying attention to what someone is talking about.  We had a story about Bob visiting a friend every Sunday.""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",27VV0FK0COK2277M3UBKFLR1VEHIPX,A301GNFG8W711Q,Approved,"Sun Nov 10 22:21:39 PST 2013","Sun Nov 10 22:23:38 PST 2013","""mustache""",3,25,-1,1,"""none""",0,"""1""","""friend""",-1,0,"""null""",50,0.89,"""Guessing who is Bob's best friend""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",25,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",249YW2GTP9RAQLBWI6X94SOKWQ3OT5,A18N4322R4JPE0,Approved,"Sun Nov 10 22:59:33 PST 2013","Sun Nov 10 23:01:05 PST 2013","""hat""",3,5,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",90,0.89,"""see which friend bob visited the most""",1,"""2""",1,0,"""right""","""TRUE""",-1,"""FALSE""",5,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2C2C9KSSZVXXLJA5QZBQUYGS7MML35,ARU7TDPHOIL0I,Approved,"Sun Nov 10 23:07:13 PST 2013","Sun Nov 10 23:08:49 PST 2013","""hat""",1,80,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",20,0.44,"""Visual cues""",1,"""2""",1,0,"""left""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2WBTUHYW2GTPSKG7OANM7693HE0QLD,A1Z6EUQ5X9TM1Y,Approved,"Sun Nov 10 23:09:10 PST 2013","Sun Nov 10 23:15:34 PST 2013","""glasses""",2,10,-1,1,"""Curious about what the aim of the study was.""",0,"""1""","""friend""",-1,0,"""null""",85,0.667,"""Determining how one perceives the question of the \""favorite\"" friend based on relative number of visits and the inclusion of the glasses trait.""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",5,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2C8MMEGOOGQSVFCI6FTSKIUZJQLCCE,A3OB3T7ZDKXLKE,Approved,"Sun Nov 10 23:17:47 PST 2013","Sun Nov 10 23:19:19 PST 2013","""hat""",3,50,-1,1,0,0.89,1,0,"""left""","""TRUE""",-1,"""""","""1""","""friend""",-1,0,"""null""",25,"""He visited friend every day""",1,"""2""","""FALSE""",25,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2TMNU8LZ6R70ZYX94IZJ9VECLIE5LG,A28W65M8QC9JUL,Approved,"Sun Nov 10 23:16:32 PST 2013","Sun Nov 10 23:20:02 PST 2013","""hat""","""null""",3,50,50,-1,0.89,"""Bob visiting his friends then selecting who is his best friend with a hat. (choice of 2)""",1,1,"""2""",1,0,"""Not at this time""",0,"""1""","""friend""","""middle""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2JM8P9Y38TWWGB9SQ39M6JTF5DSIZM,A16925966NVGO,Approved,"Sun Nov 10 23:19:15 PST 2013","Sun Nov 10 23:21:28 PST 2013","""glasses""",3,20,-1,1,0,0.89,1,0,"""middle""","""TRUE""",-1,"""not at this time""","""1""","""friend""",-1,0,"""null""",80,"""Bobs friends""",1,"""2""","""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2XIY2RCJK63ZE79HN5BUOAQE8BR6VG,A1BPHW0KCTG34P,Approved,"Sun Nov 10 23:22:36 PST 2013","Sun Nov 10 23:24:37 PST 2013","""glasses""",1,69,-1,1,0,0.44,1,0,"""middle""","""TRUE""",-1,"""Nah""","""1""","""friend""",-1,0,"""null""",31,"""Determining who Bob's favorite friend is by a frequency given""",1,"""2""","""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",26CUDD8XMB3QM2507BLTU6T93LEEPO,A2WJGI7XNUBRND,Approved,"Sun Nov 10 23:23:34 PST 2013","Sun Nov 10 23:27:04 PST 2013","""mustache""","""null""",1,25,50,-1,0.44,"""Who we think is Bob's BFF""",1,1,"""2""",1,0,"""Thanks!!!""",0,"""1""","""friend""","""right""","""TRUE""",-1,"""FALSE""",-1,25,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",299HRRLFQ0ON6OXHXP8OFEGW0XSHQY,A2R9FRCFAE697D,Approved,"Sun Nov 10 23:27:56 PST 2013","Sun Nov 10 23:31:02 PST 2013","""hat""",2,45,-1,1,0,0.667,1,0,"""left""","""TRUE""",-1,"""""","""1""","""friend""",-1,0,"""null""",45,"""Bob met people, and I believe 2 of the people were the same, just wearing glasses on different days. Then we had to bet on which one was Bob's favorite friend because Bob's favorite friend wears a hat.""",1,"""1""","""FALSE""",10,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",21B85OZIZEHMT3VMKTH5KWP2AN9BZ7,ALMGT9PRRSHW2,Approved,"Sun Nov 10 23:32:50 PST 2013","Sun Nov 10 23:35:02 PST 2013","""glasses""",2,0,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",100,0.667,"""finding out who bob's favorite friend was""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",25B8EBDPGFL6E5VWVEINJWITKRG2H7,AH8S9CQN0TZ1T,Approved,"Sun Nov 10 23:40:23 PST 2013","Sun Nov 10 23:42:31 PST 2013","""hat""",1,65,-1,1,0,0.44,1,0,"""left""","""TRUE""",-1,"""N/A""","""1""","""friend""",-1,0,"""null""",35,"""How we make bets based on limited and inferred information.""",1,"""2""","""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2V12HECWA6X3HHICB53PBKXUI8BLKJ,A2W2ZEI7WUASOW,Approved,"Sun Nov 10 23:53:46 PST 2013","Sun Nov 10 23:56:53 PST 2013","""glasses""",2,80,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",20,0.667,"""guessing what a person's choice was""",1,"""2""",1,0,"""right""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2I988MQU6L5OUOIIXWOXAAIO4X4VCZ,AD8URUKU1POQZ,Approved,"Mon Nov 11 00:04:28 PST 2013","Mon Nov 11 00:05:57 PST 2013","""hat""",3,50,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",30,0.89,"""bob friends""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",20,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2TZ9KQW618N4PN3F8IV53CEYC3HLNP,A206CUZQUHU2DC,Approved,"Mon Nov 11 00:09:28 PST 2013","Mon Nov 11 00:11:40 PST 2013","""glasses""",1,80,-1,1,0,0.44,1,0,"""left""","""TRUE""",-1,"""Who is Bob's favorite?""","""1""","""friend""",-1,0,"""null""",20,"""Bob visiting his friends and which friend was his favorite.""",1,"""2""","""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2W33Q39Z0B6UCHCT0JMSZVRP5FLWLR,A1D5L5CWCTSFWO,Approved,"Mon Nov 11 00:10:19 PST 2013","Mon Nov 11 00:12:27 PST 2013","""mustache""","""null""",1,25,25,-1,0.44,"""See which friend Bob likes""",1,1,"""2""",1,0,"""""",0,"""1""","""friend""","""right""","""TRUE""",-1,"""FALSE""",-1,50,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2WYIAA2SEIUUDT6OMPBAAIIXXIROOO,AVIH7MSMSTZCW,Approved,"Mon Nov 11 00:12:59 PST 2013","Mon Nov 11 00:20:08 PST 2013","""mustache""",2,40,-1,1,0,0.667,1,0,"""middle""","""TRUE""",-1,"""thank you. I tried to submit this hit but it just refreshed the screen as if I hadn't finished it. I hope it goes through this time and that no harm is done to the study by this glitch.""","""1""","""friend""",-1,0,"""null""",60,"""Determining a probability based on visual clues.""",1,"""2""","""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2HW6OQ1SNQQ79ZD016HKINR6RJFQ69,AT6LITXRVCKKB,Approved,"Mon Nov 11 00:22:08 PST 2013","Mon Nov 11 00:24:05 PST 2013","""glasses""","""null""",3,50,50,-1,0.89,"""Figuring out what someone is talking about (in this case, which person is the best friend that Bob talks about) """,1,1,"""2""",1,0,"""No""",0,"""1""","""friend""","""left""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2IPMB3Q39Z0BPNZO2YVE1ST0GA6JUE,A18FK1XR73EQ2W,Approved,"Mon Nov 11 00:24:08 PST 2013","Mon Nov 11 00:26:57 PST 2013","""mustache""",2,50,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",50,0.667,"""Betting on Bob's best friend with limited info.""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2ERMAZHHRRLF9TUNJ0IH7KHTY47DM3,AM6GS84AC34WX,Approved,"Mon Nov 11 00:38:54 PST 2013","Mon Nov 11 00:40:47 PST 2013","""mustache""",3,50,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",50,0.89,"""Memory/attention to details that you don't think are relevant""",1,"""2""",1,0,"""left""","""FALSE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2K49KSSZVXX29XBUQPHO4GNNLRF4MI,A3OS3UEZY47AEE,Approved,"Mon Nov 11 01:12:40 PST 2013","Mon Nov 11 01:15:16 PST 2013","""glasses""",1,50,-1,1,0,0.44,1,0,"""left""","""TRUE""",-1,""" no""","""1""","""friend""",-1,0,"""null""",50,"""memory""",1,"""2""","""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2MFHMVHVKCJ0KUQ239A7FKQ1VR364D,A7LJ0I8R4NVHF,Approved,"Mon Nov 11 01:53:09 PST 2013","Mon Nov 11 01:55:24 PST 2013","""glasses""","""null""",2,25,75,-1,0.667,"""memory and odds""",1,1,"""6""",1,0,"""""",0,"""5""","""friend""","""left""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2KRHHRRLFQ0O6G1RD6BHU9ELG14PGR,A3RO17UKZ723P8,Approved,"Mon Nov 11 02:22:19 PST 2013","Mon Nov 11 02:24:02 PST 2013","""mustache""","""null""",3,80,10,-1,0.89,"""how many friends and who he visits""",1,1,"""2""",1,0,"""""",0,"""1""","""friend""","""left""","""TRUE""",-1,"""FALSE""",-1,10,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2PSOHOVR14IX3H8L578EIWABMTV760,A38VOZIC9QGEGU,Approved,"Mon Nov 11 02:26:04 PST 2013","Mon Nov 11 02:28:17 PST 2013","""hat""","""null""",1,50,50,-1,0.44,"""Finding out how people perceive who is someone's friend.""",1,1,"""2""",1,0,"""""",0,"""1""","""friend""","""middle""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2N9DM25L8I9NIPCHA4XOK4Q1WJ5HRA,AIUKV0KVALMY6,Approved,"Mon Nov 11 02:28:55 PST 2013","Mon Nov 11 02:30:09 PST 2013","""hat""",2,100,-1,1,"""""",0,"""4""","""friend""",-1,0,"""null""",0,0.667,"""Bobs friends""",1,"""5""",1,0,"""right""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2KL2D5NQYN5FMJ6JCAKYSNC1N11A6U,A31XNLA9REVGXL,Approved,"Mon Nov 11 02:30:45 PST 2013","Mon Nov 11 02:32:41 PST 2013","""hat""","""null""",3,50,50,-1,0.89,"""not sure""",1,1,"""2""",1,0,"""Thank you""",0,"""1""","""friend""","""middle""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",21QNJ92NJKM0O4SJPZ8Y22GYEZOD8L,A1USDMJVT10CE4,Approved,"Mon Nov 11 02:34:49 PST 2013","Mon Nov 11 02:36:42 PST 2013","""mustache""",1,50,-1,1,0,0.44,1,0,"""right""","""TRUE""",-1,"""""","""1""","""friend""",-1,0,"""null""",30,"""judging smiley faces?  """,1,"""2""","""FALSE""",20,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2PC0COK2JE1MQIQK5QIWCOZF1Q1TM8,A19G04CNY1NV48,Approved,"Mon Nov 11 02:35:45 PST 2013","Mon Nov 11 02:37:02 PST 2013","""mustache""",1,90,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",10,0.44,"""Bob and his friends.""",1,"""2""",1,0,"""left""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",22EEZZ2MIKMNSNEP53U8ZWW27TPO76,AJ5BWL80V0HW3,Approved,"Mon Nov 11 02:36:27 PST 2013","Mon Nov 11 02:37:53 PST 2013","""glasses""",1,50,-1,1,"""no comments""",0,"""1""","""friend""",-1,0,"""null""",50,0.44,"""not sure""",1,"""2""",1,0,"""right""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2E70OHOVR14IGDU2HETHKCWFVN056J,A3DU2ZHN459R53,Approved,"Mon Nov 11 02:34:13 PST 2013","Mon Nov 11 02:38:27 PST 2013","""glasses""","""null""",2,50,50,-1,0.667,"""bobs friends hes visited.""",1,1,"""2""",1,0,"""interesting""",0,"""1""","""friend""","""middle""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2KNKI62NJQ21QV595V86HKLHK49UM1,A69282XBDTZVG,Approved,"Mon Nov 11 02:38:06 PST 2013","Mon Nov 11 02:40:10 PST 2013","""hat""",2,20,-1,1,0,0.667,1,0,"""middle""","""TRUE""",-1,"""Thanks!""","""1""","""friend""",-1,0,"""null""",80,"""Bob's favorite friend.""",1,"""2""","""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",28TTHV8ER9Y8CGQII4JMBKFMHSMQ3C,AATSURPQYGQLS,Approved,"Mon Nov 11 02:48:38 PST 2013","Mon Nov 11 02:50:06 PST 2013","""mustache""",3,0,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",100,0.89,"""What friend bob liked to visit each week""",1,"""2""",1,0,"""left""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",26TINMHGYQ4JMGGB2G6MLFO3N8RL8A,A3PYW2CPW9ZZIY,Approved,"Mon Nov 11 02:50:40 PST 2013","Mon Nov 11 02:52:13 PST 2013","""hat""",3,75,-1,1,"""nope!""",0,"""1""","""friend""",-1,0,"""null""",15,0.89,"""choosing which friend bob might like most.""",1,"""2""",1,0,"""left""","""TRUE""",-1,"""FALSE""",10,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2BTK274J79KQFZ78J9XU3FCITVWFHF,A32QYANWMXW8EL,Approved,"Mon Nov 11 03:00:06 PST 2013","Mon Nov 11 03:02:26 PST 2013","""glasses""",2,20,-1,1,0,0.667,1,0,"""middle""","""TRUE""",-1,"""""","""1""","""friend""",-1,0,"""null""",15,"""bob choosing a different friend to see each sunday""",1,"""2""","""FALSE""",65,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2IQ1THV8ER9YRMTKERQSS5KK6I12PN,A3EJERKDAID7FX,Approved,"Mon Nov 11 03:05:08 PST 2013","Mon Nov 11 03:06:33 PST 2013","""mustache""",3,10,-1,1,"""""",0,"""1""","""friend""",-1,0,"""null""",90,0.89,"""which friends he likes the most (based on mustache and hats)""",1,"""2""",1,0,"""middle""","""TRUE""",-1,"""FALSE""",0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2OJILKH1Q6SV91N84RHUCL5T0MC0J4,AK5KJ0NTFIPO0,Approved,"Mon Nov 11 03:09:17 PST 2013","Mon Nov 11 03:11:02 PST 2013","""hat""","""null""",1,1,99,-1,0.44,"""Seeing who Bob visits, and guessing who his favorite friend is.""",1,1,"""2""",1,0,"""No.""",0,"""1""","""friend""","""left""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2DN0FK0COK2JXUS7LPB9RRWBDQAJQL,A3MY3OCYIZX0E6,Approved,"Mon Nov 11 03:09:30 PST 2013","Mon Nov 11 03:11:11 PST 2013","""mustache""","""null""",1,10,90,-1,0.44,"""Memory / recognition?...""",1,1,"""2""",1,0,"""Thanks and good luck with your research.""",0,"""1""","""friend""","""left""","""TRUE""",-1,"""FALSE""",-1,0,0,
27A1CSTMOFXRWLAI865YJNXL74ZPSX,"What is he talking about? (2-3 mins)","1 scales",2EXUUKQOYGNIFUTS4T70707XK7AGYH,A26NQQXUTRUFYP,Approved,"Mon Nov 11 03:10:06 PST 2013","Mon Nov 11 03:12:33 PST 2013","""mustache""","""null""",1,0,100,-1,0.44,"""probability and statistycs""",1,1,"""6""",1,0,"""Thanks a bunch!!""",0,"""4""","""friend""","""left""","""TRUE""",-1,"""FALSE""",-1,0,0,
